eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,cluster
201408270010,2014,8,27,,1,2014/9/11,200,Syria,10,Middle East & North Africa,Quneitra,Quneitra,33.117742,35.834972,1.0,0,,"08/27/2014: Assailants attacked the Quneitra Crossing with mortars and firearms in Quneitra city, Quneitra governorate, Syria. The fighting lasted until the following morning. At least 23 people, including 20 Syrian Armed Forces soldiers and three assailants, were killed in the assault. Additionally, at least 45 United Nations Disengagement Observer Force (UNDOF) peacekeepers from Fiji were kidnapped during the fighting. All 45 hostages were released on September 11, 2014, after Qatar mediated negotiations. Al-Nusrah Front claimed responsibility for the attack.",1,1,1,0,,,0.0,1,0,6,Hostage Taking (Kidnapping),2.0,Armed Assault,,,7,Government (Diplomatic),47.0,"International Organization (peacekeeper, aid agency, compound)",United Nations Disengagement Observer Force (UNDOF),Quneitra Crossing,422.0,International,4.0,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Syrian Army,Soldiers,200.0,Syria,,,,,,,,,Al-Nusrah Front,,,,,,"According to military officials, Al-Nusrah Front kidnapped the Fijian peacekeepers so that specific demands could be met. Among those demands, it was requested that the group be removed from the UN list of terrorist groups. Additionally, Al-Nusrah Front requested that humanitarian aid be sent to specific areas within Damascus. Finally, the group requested monetary compensation for the deaths of three members recently killed by UN officers.",0.0,,,0,-99.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Firearms,5.0,Unknown Gun Type,10.0,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,23.0,0.0,3.0,,0.0,,-9,,,,It is unknown if any property was damaged in this attack.,1.0,45.0,0.0,,15.0,,,1.0,-99.0,0.0,0.0,0.0,"In exchange for the hostages, the assailants demanded that their organization be removed from the United Nations (UN) terror list; humanitarian aid be delivered to Damascus; and they receive compensation for the deaths of three of their fellow members.",2.0,Hostage(s) released by perpetrators,45.0,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""Syrian Rebels Attack Peacekeepers in Golan Heights,"" New York Times, August 30, 2014.","""Al-Qaeda Affiliates Release 45 Fijian Peacekeepers,"" Outlook India, September 12, 2014.","""Demands made for Fijian peacekeepers,"" NEWS.com.au, September 2, 2014.",START Primary Collection,0,1,1,1,,25
201408310022,2014,8,31,"August 31, 2014",0,,200,Syria,10,Middle East & North Africa,Deir ez-Zor,Muhassan,35.2378,40.319072,2.0,0,,"08/31/2014: Assailants executed three civilians in Muhassan town, Deir ez-Zor governorate, Syria. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",1,1,1,0,,,0.0,1,0,9,Unknown,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,200.0,Syria,,,,,,,,,,,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""ISIL Kills, Crucifies 5 Syrians in Deir Ezzor,"" Islam Times, September 1, 2014.","""Syrian Unrest: Roundup of Opposition, Pan-Arab Reports on Field Incidents 31 August 2014,"" OSC Summary, August 31, 2014.",,START Primary Collection,0,1,0,1,,3
201408310023,2014,8,31,"August 31, 2014",0,,200,Syria,10,Middle East & North Africa,Deir ez-Zor,Mayadin,35.015778,40.455211,1.0,0,,"08/31/2014: Assailants executed two civilians in Mayadin city, Deir ez-Zor governorate, Syria. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",1,1,1,0,,,0.0,1,0,9,Unknown,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,200.0,Syria,,,,,,,,,,,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""ISIL Kills, Crucifies 5 Syrians in Deir Ezzor,"" Islam Times, September 1, 2014.","""Syrian Unrest: Roundup of Opposition, Pan-Arab Reports on Field Incidents 31 August 2014,"" OSC Summary, August 31, 2014.",,START Primary Collection,0,1,0,1,,3
201408310024,2014,8,31,"August 31, 2014",0,,200,Syria,10,Middle East & North Africa,Deir ez-Zor,Jadeed Akidat,35.25055,40.360519,1.0,0,,"08/31/2014: Assailants executed two civilians in Jadeed Akidat area, Deir ez-Zor governorate, Syria. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",1,1,1,0,,,0.0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,200.0,Syria,,,,,,,,,,,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1.0,2.0,0.0,-99.0,,,,0.0,,,,,,4.0,Hostage(s) killed (not during rescue attempt),0.0,,"""ISIL Kills, Crucifies 5 Syrians in Deir Ezzor,"" Islam Times, September 1, 2014.","""Syrian Unrest: Roundup of Opposition, Pan-Arab Reports on Field Incidents 31 August 2014,"" OSC Summary, August 31, 2014.",,START Primary Collection,0,1,0,1,,3
201409020037,2014,9,2,,0,,200,Syria,10,Middle East & North Africa,Aleppo,Aleppo,36.201721,37.143521,1.0,0,,"09/02/2014: Explosive devices detonated in an underground tunnel in Old City area, Aleppo city, Aleppo governorate, Syria. There were no reports of casualties in the attack, but several buildings were destroyed. No group claimed responsibility for the incident.",1,1,1,1,5.0,State Actors,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,79.0,"Public Area (garden, parking lot, garage, beach, public building, camp)",Not Applicable,Buildings,200.0,Syria,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,An explosive device concealed in a tunnel was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,Several historic buildings were destroyed in this attack.,0.0,,,,,,,,,,,,,,,,"There is doubt this incident meets terrorism-related criteria. Official news sources for the Syrian state blamed the attack on rebels; however, the opposition groups blamed Assad's forces for the destruction. Due to the state of conflict in Syria, the aggressor of the attack cannot be determined and state repression cannot be ruled out.","""Historic buildings blown up in Syria's Aleppo,"" Business Recorder, September 4, 2014.",,,START Primary Collection,-9,-9,0,-9,,8
201409030034,2014,9,3,,0,,200,Syria,10,Middle East & North Africa,As Suwayda,Unknown,32.876421,36.506168,4.0,0,,"09/03/2014: Two roadside bombs detonated near a bus between Damah and Ariqah areas, As Suwayda governorate, Syria. At least five people were killed and nine others were wounded in the blast. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,19,Transportation,99.0,Bus (excluding tourists),Unknown,Bus,200.0,Syria,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,A 10 kg and 20 kg roadside bombs were used in the attack.,5.0,0.0,0.0,9.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A bus was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Blast   kills 5 in southern Syria,"" Xinhua General News Service, September 3, 2014.","""Syrian Unrest: Roundup of Opposition, Pan-Arab Reports on Field Incidents 3 September 2014,"" OSC Summary, September 3, 2014.","""Five   civilians   killed in   terror attack   on bus in southern Syria - website,"" BBC Monitoring Middle East - Political Supplied by BBC Worldwide Monitoring, September 3, 2014.",START Primary Collection,-9,-9,0,-9,,48
201409030053,2014,9,3,,0,,200,Syria,10,Middle East & North Africa,Deir ez-Zor,Shoula,35.163462,40.426102,2.0,0,,"09/03/2014: Assailants attacked a passenger bus in Shoula area, Deir ez-Zor governorate, Syria. At least 15 people were killed in the incident. No group claimed responsibility; however, officials attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",1,1,1,1,5.0,State Actors,0.0,1,0,9,Unknown,,,,,19,Transportation,99.0,Bus (excluding tourists),Unknown,Bus,200.0,Syria,,,,,,,,,,,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,15.0,0.0,0.0,,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A bus was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"There is doubt this incident meets terrorism-related criteria. Some sources described the attack as an airstrike carried out by Syrian authorities; however, officials in the government blamed the incident on the Islamic State of Iraq and the Levant (ISIL). Due to the state of conflict in Syria, the aggressor of the attack cannot be determined and state repression cannot be ruled out. Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""Xinhua Middle East news summary at 2200 GMT, Sept. 3,"" Xinhua General News Service, September 3, 2014.","""Radical   militants   kill 15 in Syria's Deir al-Zour,"" Xinhua General News Service, September 3, 2014.","""13 civilians killed in bus attack in eastern Syria,"" Panorama.am, September 3, 2014.",START Primary Collection,0,1,0,1,,3
201409100041,2014,9,10,,0,,200,Syria,10,Middle East & North Africa,Idlib,Maara,36.035302,36.838098,1.0,0,,"09/10/2014: Assailants opened fire on the car of Mohamed Al Qasim in Maara city, Idlib governorate, Syria. Qasim, a Rozana Radio journalist, was killed in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,1,Assassination,,,,,10,Journalists & Media,54.0,Radio Journalist/Staff/Facility,Rozana Radio,Reporter: Mohamed Al Qasim,200.0,Syria,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,The victim's vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Syrian journalist killed in Idlib,"" BBC Monitoring World Media Supplied by BBC Worldwide Monitoring, September 12, 2014.","""BBC Monitoring: Pan-Arab TV Headlines,"" BBC Monitoring, September 12, 2014.",,START Primary Collection,-9,-9,0,-9,,8
201409130075,2014,9,13,"September 13, 2014",0,,200,Syria,10,Middle East & North Africa,Deir ez-Zor,Unknown,35.3344,40.144504,4.0,0,,"09/13/2014: Assailants attacked a Sufi shrine in Deir ez-Zor governorate, Syria. There were no reported casualties; however, the shrine was damaged in the attack. This was one of four similar attacks in Deir ez-Zor governorate on September 13, 2014. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",1,1,1,0,,,1.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,87.0,Affiliated Institution,Unknown,Sufi Shrine,200.0,Syria,,,,,,,,,,,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,"The specific motive is unknown; however, sources suspected that the attack may have been part of a larger trend of sectarian violence in Syria.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A Sufi Muslim shrine was destroyed in this attack.,0.0,,,,,,,,,,,,,,,,,"""Islamic State militants destroy Sufi shrines in eastern Syria,"" Haaretz, September 13, 2014.",,,START Primary Collection,0,1,0,1,"201409130075, 201409130076, 201409130077, 201409130078",3
201409130076,2014,9,13,"September 13, 2014",0,,200,Syria,10,Middle East & North Africa,Deir ez-Zor,Unknown,35.336,40.145,4.0,0,,"09/13/2014: Assailants attacked a Sufi shrine in Deir ez-Zor governorate, Syria. There were no reported casualties; however, the shrine was damaged in the attack. This was one of four similar attacks in Deir ez-Zor governorate on September 13, 2014. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",1,1,1,0,,,1.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,87.0,Affiliated Institution,Unknown,Sufi Shrine,200.0,Syria,,,,,,,,,,,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,"The specific motive is unknown; however, sources suspected that the attack may have been part of a larger trend of sectarian violence in Syria.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A Sufi Muslim shrine was destroyed in this attack.,0.0,,,,,,,,,,,,,,,,,"""Islamic State militants destroy Sufi shrines in eastern Syria,"" Haaretz, September 13, 2014.",,,START Primary Collection,0,1,0,1,"201409130075, 201409130076, 201409130077, 201409130078",3
201409130077,2014,9,13,"September 13, 2014",0,,200,Syria,10,Middle East & North Africa,Deir ez-Zor,Unknown,35.3344,40.144504,4.0,0,,"09/13/2014: Assailants attacked a tomb of a Sufi sheikh in Deir ez-Zor governorate, Syria. There were no reported casualties; however, the tomb was damaged in the attack. This was one of four similar attacks in Deir ez-Zor governorate on September 13, 2014. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",1,1,1,0,,,1.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,87.0,Affiliated Institution,Unknown,Tomb of Sufi Sheikh,200.0,Syria,,,,,,,,,,,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,"The specific motive is unknown; however, sources suspected that the attack may have been part of a larger trend of sectarian violence in Syria.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A Sufi Muslim tomb was destroyed in this attack.,0.0,,,,,,,,,,,,,,,,,"""Islamic State militants destroy Sufi shrines in eastern Syria,"" Haaretz, September 13, 2014.",,,START Primary Collection,0,1,0,1,"201409130075, 201409130076, 201409130077, 201409130078",3
201409130078,2014,9,13,"September 13, 2014",0,,200,Syria,10,Middle East & North Africa,Deir ez-Zor,Unknown,35.3344,40.144504,4.0,0,,"09/13/2014: Assailants attacked a tomb of a Sufi sheikh in Deir ez-Zor governorate, Syria. There were no reported casualties; however, the tomb was damaged in the attack. This was one of four similar attacks in Deir ez-Zor governorate on September 13, 2014. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",1,1,1,0,,,1.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,87.0,Affiliated Institution,Unknown,Tomb of Sufi Sheikh,200.0,Syria,,,,,,,,,,,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,"The specific motive is unknown; however, sources suspected that the attack may have been part of a larger trend of sectarian violence in Syria.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A Sufi Muslim tomb was destroyed in this attack.,0.0,,,,,,,,,,,,,,,,,"""Islamic State militants destroy Sufi shrines in eastern Syria,"" Haaretz, September 13, 2014.",,,START Primary Collection,0,1,0,1,"201409130075, 201409130076, 201409130077, 201409130078",3
201409160057,2014,9,16,,0,,200,Syria,10,Middle East & North Africa,Raqqah,Raqqah,35.951521,39.009562,1.0,0,,"09/16/2014: Assailants opened fire on a military aircraft in Raqqah city, Raqqah governorate, Syria. At least eight civilians were killed in the attack. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.",1,1,1,1,4.0,Lack of Intentionality,0.0,1,0,2,Armed Assault,,,,,4,Military,31.0,Military Aircraft,Syrian Air and Air Defense Forces,Aircraft,200.0,Syria,14.0,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,House,200.0,Syria,,,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,,0.0,,,0,-99.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Anti-aircraft guns were used in the attack.,8.0,0.0,0.0,,0.0,0.0,1,4.0,Unknown,-99.0,A military aircraft and a house were damaged in this attack.,0.0,,,,,,,,,,,,,,,,There is doubt that this incident meets terrorism-related criteria. Sources suspected that the aircraft may have crashed due to technical issues.,"""IS jihadists down Syria warplane: monitor,"" Agence France Presse -- English, September 16, 2014.","""Syrian aircraft crashes in city held by Islamic state group,"" San Francisco Chronicle, September 17, 2014.","""Syria: ISIL Operational Claims Roundup, 11-30 September 2014,"" OSC Summary, September 11, 2014.",START Primary Collection,0,1,0,1,,20
201409160058,2014,9,16,,0,,200,Syria,10,Middle East & North Africa,Damascus,Damascus,33.515242,36.292083,1.0,0,The incident occurred in the Midan area of the city.,"09/16/2014: Assailants attempted to attack a military checkpoint in Midan area, Damascus city, Damascus governorate, Syria. At least 18 assailants were killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Nusrah Front.",1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,1,0,9,Unknown,,,,,4,Military,36.0,Military Checkpoint,Syrian Armed Forces (SAF),Checkpoint,200.0,Syria,,,,,,,,,,,,,,,,,Al-Nusrah Front,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,18.0,0.0,18.0,,0.0,,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Syrian aircraft crashes in city held by Islamic state group,"" San Francisco Chronicle, September 17, 2014.",,,START Primary Collection,0,0,0,0,,0
201409160059,2014,9,16,,0,,200,Syria,10,Middle East & North Africa,Damascus,Damascus,33.515242,36.292083,1.0,0,The incident occurred in the Sabaa Bahrat neighborhood of the city.,"09/16/2014: Assailants launched missiles at Sabaa Bahrat district, Damascus city, Damascus governorate, Syria. This was one of five coordinated attacks in Damascus city on September 16, 2014. One civilian was killed and several others were wounded across attacks. No group claimed responsibility for the incident; however, sources attributed the attack to Muslim fundamentalists.",1,1,1,0,,,1.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Sabaa Bahrat District,District,200.0,Syria,,,,,,,,,,,,,,,,,Muslim extremists,,,,,,"The specific motive is unknown; however, Muslim fundamentalists had warned of an attack in retaliation to recent military operations the previous day.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Missiles were used in the attack.,1.0,0.0,0.0,,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this attack represent an equal division of a cumulative total of killed across incidents 201409160059, 201409160060, 201409160061, 201409160062, and 201409160063.","""IS jihadists down Syria warplane: monitor,"" Agence France Presse -- English, September 16, 2014.",,,START Primary Collection,-9,-9,0,-9,"201409160059, 201409160060, 201409160061, 201409160062, 201409160063",0
201409160060,2014,9,16,,0,,200,Syria,10,Middle East & North Africa,Damascus,Damascus,33.515242,36.292083,1.0,1,The incident occurred in the Malka district of the city.,"09/16/2014: Assailants launched missiles at Malka district, Damascus city, Damascus governorate, Syria. This was one of five coordinated attacks in Damascus city on September 16, 2014. One civilian was killed and several others were wounded across attacks. No group claimed responsibility for the incident; however, sources attributed the attack to Muslim fundamentalists.",1,1,1,0,,,1.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Malka District,District,200.0,Syria,,,,,,,,,,,,,,,,,Muslim extremists,,,,,,"The specific motive is unknown; however, Muslim fundamentalists had warned of an attack in retaliation to recent military operations the previous day.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Missiles were used in the attack.,0.0,0.0,0.0,,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this attack represent an equal division of a cumulative total of killed across incidents 201409160059, 201409160060, 201409160061, 201409160062, and 201409160063.","""IS jihadists down Syria warplane: monitor,"" Agence France Presse -- English, September 16, 2014.",,,START Primary Collection,-9,-9,0,-9,"201409160059, 201409160060, 201409160061, 201409160062, 201409160063",0
201409160061,2014,9,16,,0,,200,Syria,10,Middle East & North Africa,Damascus,Damascus,33.515242,36.292083,1.0,0,The incident occurred in the Abu Rumana neighborhood,"09/16/2014: Assailants launched missiles at Abu Rumana neighborhood, Damascus city, Damascus governorate, Syria. This was one of five coordinated attacks in Damascus city on September 16, 2014. One civilian was killed and several others were wounded across attacks. No group claimed responsibility for the incident; however, sources attributed the attack to Muslim fundamentalists.",1,1,1,0,,,1.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Abu Rumana District,District,200.0,Syria,,,,,,,,,,,,,,,,,Muslim extremists,,,,,,"The specific motive is unknown; however, Muslim fundamentalists had warned of an attack in retaliation to recent military operations the previous day.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Missiles were used in the attack.,0.0,0.0,0.0,,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this attack represent an equal division of a cumulative total of killed across incidents 201409160059, 201409160060, 201409160061, 201409160062, and 201409160063.","""IS jihadists down Syria warplane: monitor,"" Agence France Presse -- English, September 16, 2014.",,,START Primary Collection,-9,-9,0,-9,"201409160059, 201409160060, 201409160061, 201409160062, 201409160063",0
201409160062,2014,9,16,,0,,200,Syria,10,Middle East & North Africa,Damascus,Damascus,33.515242,36.292083,1.0,0,The incident occurred in the Qasaa neighborhood of the city.,"09/16/2014: Assailants launched missiles at Qasaa district, Damascus city, Damascus governorate, Syria. This was one of five coordinated attacks in Damascus city on September 16, 2014. One civilian was killed and several others were wounded across attacks. No group claimed responsibility for the incident; however, sources attributed the attack to Muslim fundamentalists.",1,1,1,0,,,1.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Qasaa District,District,200.0,Syria,,,,,,,,,,,,,,,,,Muslim extremists,,,,,,"The specific motive is unknown; however, Muslim fundamentalists had warned of an attack in retaliation to recent military operations the previous day.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Missiles were used in the attack.,0.0,0.0,0.0,,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this attack represent an equal division of a cumulative total of killed across incidents 201409160059, 201409160060, 201409160061, 201409160062, and 201409160063.","""IS jihadists down Syria warplane: monitor,"" Agence France Presse -- English, September 16, 2014.",,,START Primary Collection,-9,-9,0,-9,"201409160059, 201409160060, 201409160061, 201409160062, 201409160063",0
201409160063,2014,9,16,,0,,200,Syria,10,Middle East & North Africa,Damascus,Damascus,33.515242,36.292083,1.0,0,The incident occurred in the Mazzeh area of the city.,"09/16/2014: Assailants launched missiles at Mazzeh area, Damascus city, Damascus governorate, Syria. This was one of five coordinated attacks in Damascus city on September 16, 2014. One civilian was killed and several others were wounded across attacks. No group claimed responsibility for the incident; however, sources attributed the attack to Muslim fundamentalists.",1,1,1,0,,,1.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Mazzeh Neighborhood,Neighborhood,200.0,Syria,,,,,,,,,,,,,,,,,Muslim extremists,,,,,,"The specific motive is unknown; however, Muslim fundamentalists had warned of an attack in retaliation to recent military operations the previous day.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Missiles were used in the attack.,0.0,0.0,0.0,,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this attack represent an equal division of a cumulative total of killed across incidents 201409160059, 201409160060, 201409160061, 201409160062, and 201409160063.","""IS jihadists down Syria warplane: monitor,"" Agence France Presse -- English, September 16, 2014.",,,START Primary Collection,-9,-9,0,-9,"201409160059, 201409160060, 201409160061, 201409160062, 201409160063",0
201409170008,2014,9,18,,0,,200,Syria,10,Middle East & North Africa,Aleppo,Kobani,36.886496,38.350204,1.0,0,,"09/18/2014: Projectiles landed and detonated in Kobani city, Aleppo governorate, Syria. At least one person was killed and an unknown number of others were wounded in the blasts. No group claimed responsibility; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Kobani City,City,200.0,Syria,,,,,,,,,,,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Tank shells were used in the attack.,1.0,0.0,0.0,,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Kurds call for help to fight ISIL in Syria,"" Al Jazeera, September 18, 2014.","""Syria: Weekly Update on Syrian Kurdish Affairs 16-23 September 2014,"" OSC Summary, September 16, 2014.",,START Primary Collection,0,1,0,1,,42
